route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
8150,3,5351115,the Richmond District,0,408249,95726
8150,3,5351113,the Richmond District,0,408241,95726
8150,3,5351112,the Richmond District,0,408238,95726
8150,3,5351110,the Richmond District,0,408250,95726
8150,3,5452231,the Richmond District,0,417322,95726
8150,3,5452230,the Richmond District,0,408239,95726
8150,3,5452229,the Richmond District,0,417319,95726
8150,2,5452487,the Richmond District,0,417334,95726
8150,2,5452486,the Richmond District,0,417324,95726
8150,2,5452485,the Richmond District,0,417331,95726
8150,2,5452479,the Richmond District,0,417324,95726
8150,2,5452477,the Richmond District,0,417326,95726
8150,2,5452476,the Richmond District,0,417328,95726
8150,2,5452474,the Richmond District,0,417327,95726
8150,2,5452473,the Richmond District,0,417324,95726
8150,2,5452472,the Richmond District,0,417330,95726
8150,2,5452471,the Richmond District,0,417326,95726
8150,2,5452469,the Richmond District,0,417325,95726
8150,2,5452468,the Richmond District,0,417328,95726
8150,2,5452466,the Richmond District,0,417327,95726
8150,2,5452465,the Richmond District,0,417331,95726
8150,2,5452464,the Richmond District,0,417324,95726
8150,2,5452462,the Richmond District,0,417330,95726
8150,2,5452460,the Richmond District,0,417323,95726
8150,2,5452459,the Richmond District,0,417326,95726
8150,2,5452457,the Richmond District,0,417332,95726
8150,2,5452456,the Richmond District,0,417325,95726
8150,2,5452454,the Richmond District,0,417328,95726
8150,2,5452453,the Richmond District,0,417335,95726
8150,2,5452452,the Richmond District,0,417327,95726
8150,2,5452451,the Richmond District,0,417330,95726
8150,3,5351080,the Richmond District,0,408239,95726
8150,3,5351079,the Richmond District,0,417322,95726
8150,3,5351078,the Richmond District,0,408249,95726
8150,3,5351077,the Richmond District,0,408241,95726
8150,3,5351076,the Richmond District,0,408248,95726
